"","INSECT","STAGE_START","STAGE_END","NOTES","paint","days.after.paint","quad","exposure","treatment","exp.time","date","status","alive","knockdown","dead","unviable","living","julian","day"
"5668","03H-5A-4-07","AF","AF","","5A",180,"4","03H-5A","03H-5A-180","03H",2016-03-15,"K",0,1,0,1,1,16875,7
"5669","03H-5A-4-08","5","5","","5A",180,"4","03H-5A","03H-5A-180","03H",2016-03-15,"K",0,1,0,1,1,16875,7
"5670","03H-5A-4-09","AF","AF","","5A",180,"4","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5671","03H-5A-4-10","AF","AF","","5A",180,"4","03H-5A","03H-5A-180","03H",2016-03-15,"K",0,1,0,1,1,16875,7
"5672","03H-5A-4-11","5","5","","5A",180,"4","03H-5A","03H-5A-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5673","03H-CO-1-01","5","5","","CO",180,"1","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5674","03H-CO-1-02","AF","AF","","CO",180,"1","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5675","03H-CO-1-03","AF","AF","","CO",180,"1","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5676","03H-CO-1-04","AM","AM","","CO",180,"1","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5677","03H-CO-1-05","5","AF","MOLT 3/9","CO",180,"1","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5678","03H-CO-1-06","AF","AF","","CO",180,"1","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5679","03H-CO-1-07","5","AF","MOLT 3/9","CO",180,"1","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5680","03H-CO-1-08","5","5","","CO",180,"1","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5681","03H-CO-1-09","5","AM","MOLT 3/9","CO",180,"1","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5682","03H-CO-1-10","5","AF","MOLT 3/15 OR 22","CO",180,"1","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5683","03H-CO-1-11","5","AF","MOLT 3/9","CO",180,"1","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5684","03H-CO-2-01","5","AM","MOLT 3/15 OR 22","CO",180,"2","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5685","03H-CO-2-02","AM","AM","","CO",180,"2","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5686","03H-CO-2-03","AM","AM","","CO",180,"2","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5687","03H-CO-2-04","5","AM","Checked jar record; most likely male","CO",180,"2","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5688","03H-CO-2-05","5","5","","CO",180,"2","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5689","03H-CO-2-06","AM","AM","","CO",180,"2","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5690","03H-CO-2-07","5","5","","CO",180,"2","03H-CO","03H-CO-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5691","03H-CO-2-08","AM","AM","","CO",180,"2","03H-CO","03H-CO-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5692","03H-CO-2-09","AM","AM","","CO",180,"2","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5693","03H-CO-2-10","5","5","MOLTING 3/9","CO",180,"2","03H-CO","03H-CO-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5694","03H-CO-2-11","AM","AM","","CO",180,"2","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5695","03H-CO-3-01","AM","AM","DEAD","CO",180,"3","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5696","03H-CO-3-02","AM","AM","","CO",180,"3","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5697","03H-CO-3-03","AF","AF","","CO",180,"3","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5698","03H-CO-3-04","4","4","","CO",180,"3","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5699","03H-CO-3-05","AF","AF","","CO",180,"3","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5700","03H-CO-3-06","AM","AM","","CO",180,"3","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5701","03H-CO-3-07","5","5","","CO",180,"3","03H-CO","03H-CO-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5702","03H-CO-3-08","AM","AM","","CO",180,"3","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5703","03H-CO-3-09","AF","AF","","CO",180,"3","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5704","03H-CO-3-10","AF","AF","","CO",180,"3","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5705","03H-CO-3-11","5","5","","CO",180,"3","03H-CO","03H-CO-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5706","03H-CO-4-01","AF","AF","","CO",180,"4","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5707","03H-CO-4-02","AF","AF","","CO",180,"4","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5708","03H-CO-4-03","AF","AF","","CO",180,"4","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5709","03H-CO-4-04","5","5","DIED IN MOLT","CO",180,"4","03H-CO","03H-CO-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5710","03H-CO-4-05","5","AF","MOLTING DAY OF EXPOSURE, DIED IN MOLT","CO",180,"4","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5711","03H-CO-4-06","AF","AF","","CO",180,"4","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5712","03H-CO-4-07","AM","AM","","CO",180,"4","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5713","03H-CO-4-08","5","AM","MOLT 3/9","CO",180,"4","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5714","03H-CO-4-09","5","5","","CO",180,"4","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5715","03H-CO-4-10","5","AM","MOLT 3/15 OR 22","CO",180,"4","03H-CO","03H-CO-180","03H",2016-03-15,"A",1,0,0,0,1,16875,7
"5716","03H-CO-4-11","5","5","","CO",180,"4","03H-CO","03H-CO-180","03H",2016-03-15,"D",0,0,1,1,0,16875,7
"5717","06H-5A-1-01","AM","AM","","5A",180,"1","06H-5A","06H-5A-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5718","06H-5A-1-02","5","5","","5A",180,"1","06H-5A","06H-5A-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5719","06H-5A-1-03","AF","AF","","5A",180,"1","06H-5A","06H-5A-180","06H",2016-03-15,"K",0,1,0,1,1,16875,7
"5720","06H-5A-1-04","AM","AM","","5A",180,"1","06H-5A","06H-5A-180","06H",2016-03-15,"K",0,1,0,1,1,16875,7
"5721","06H-5A-1-05","AM","AM","","5A",180,"1","06H-5A","06H-5A-180","06H",2016-03-15,"K",0,1,0,1,1,16875,7
"5722","06H-5A-1-06","5","5","","5A",180,"1","06H-5A","06H-5A-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5723","06H-5A-1-07","5","5","","5A",180,"1","06H-5A","06H-5A-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5724","06H-5A-1-08","AM","AM","","5A",180,"1","06H-5A","06H-5A-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5725","06H-5A-1-09","AF","AF","","5A",180,"1","06H-5A","06H-5A-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5726","06H-5A-1-10","AM","AM","","5A",180,"1","06H-5A","06H-5A-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5727","06H-5A-1-11","AM","AM","","5A",180,"1","06H-5A","06H-5A-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5728","06H-5A-2-01","5","5","","5A",180,"2","06H-5A","06H-5A-180","06H",2016-03-15,"K",0,1,0,1,1,16875,7
"5729","06H-5A-2-02","AF","AF","","5A",180,"2","06H-5A","06H-5A-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5730","06H-5A-2-03","5","5","","5A",180,"2","06H-5A","06H-5A-180","06H",2016-03-15,"K",0,1,0,1,1,16875,7
"5731","06H-5A-2-04","AM","AM","","5A",180,"2","06H-5A","06H-5A-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5732","06H-5A-2-05","AM","AM","","5A",180,"2","06H-5A","06H-5A-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5733","06H-5A-2-06","AM","AM","","5A",180,"2","06H-5A","06H-5A-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5734","06H-5A-2-07","AF","AF","","5A",180,"2","06H-5A","06H-5A-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5735","06H-5A-2-08","AF","AF","","5A",180,"2","06H-5A","06H-5A-180","06H",2016-03-15,"K",0,1,0,1,1,16875,7
"5736","06H-5A-2-09","4","4","","5A",180,"2","06H-5A","06H-5A-180","06H",2016-03-15,"K",0,1,0,1,1,16875,7
"5737","06H-5A-2-10","AF","AF","","5A",180,"2","06H-5A","06H-5A-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5738","06H-5A-2-11","AF","AF","","5A",180,"2","06H-5A","06H-5A-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5739","06H-5A-3-01","5","5","","5A",180,"3","06H-5A","06H-5A-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5740","06H-5A-3-02","AF","AF","","5A",180,"3","06H-5A","06H-5A-180","06H",2016-03-15,"K",0,1,0,1,1,16875,7
"5741","06H-5A-3-03","AF","AF","","5A",180,"3","06H-5A","06H-5A-180","06H",2016-03-15,"K",0,1,0,1,1,16875,7
"5742","06H-5A-3-04","AM","AM","","5A",180,"3","06H-5A","06H-5A-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5743","06H-5A-3-05","AM","AM","","5A",180,"3","06H-5A","06H-5A-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5744","06H-5A-3-06","AM","AM","","5A",180,"3","06H-5A","06H-5A-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5745","06H-5A-3-07","5","5","","5A",180,"3","06H-5A","06H-5A-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5746","06H-5A-3-08","5","5","","5A",180,"3","06H-5A","06H-5A-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5747","06H-5A-3-09","5","5","","5A",180,"3","06H-5A","06H-5A-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5748","06H-5A-3-10","5","5","","5A",180,"3","06H-5A","06H-5A-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5749","06H-5A-3-11","AM","AM","","5A",180,"3","06H-5A","06H-5A-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5750","06H-5A-4-01","AM","AM","","5A",180,"4","06H-5A","06H-5A-180","06H",2016-03-15,"K",0,1,0,1,1,16875,7
"5751","06H-5A-4-02","AF","AF","","5A",180,"4","06H-5A","06H-5A-180","06H",2016-03-15,"K",0,1,0,1,1,16875,7
"5752","06H-5A-4-03","5","5","","5A",180,"4","06H-5A","06H-5A-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5753","06H-5A-4-04","AM","AM","","5A",180,"4","06H-5A","06H-5A-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5754","06H-5A-4-05","5","5","","5A",180,"4","06H-5A","06H-5A-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5755","06H-5A-4-06","AF","AF","","5A",180,"4","06H-5A","06H-5A-180","06H",2016-03-15,"K",0,1,0,1,1,16875,7
"5756","06H-5A-4-07","AM","AM","","5A",180,"4","06H-5A","06H-5A-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5757","06H-5A-4-08","5","AM","MOLT 3/9","5A",180,"4","06H-5A","06H-5A-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5758","06H-5A-4-09","AF","AF","","5A",180,"4","06H-5A","06H-5A-180","06H",2016-03-15,"K",0,1,0,1,1,16875,7
"5759","06H-5A-4-10","5","5","","5A",180,"4","06H-5A","06H-5A-180","06H",2016-03-15,"K",0,1,0,1,1,16875,7
"5760","06H-5A-4-11","AF","AF","","5A",180,"4","06H-5A","06H-5A-180","06H",2016-03-15,"K",0,1,0,1,1,16875,7
"5761","06H-CO-1-01","5","5","","CO",180,"1","06H-CO","06H-CO-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5762","06H-CO-1-02","5","AF","MOLT 3/9","CO",180,"1","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5763","06H-CO-1-03","AM","AM","","CO",180,"1","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5764","06H-CO-1-04","5","5","","CO",180,"1","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5765","06H-CO-1-05","AM","AM","","CO",180,"1","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5766","06H-CO-1-06","AM","AM","","CO",180,"1","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5767","06H-CO-1-07","AM","AM","","CO",180,"1","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5768","06H-CO-1-08","5","5","","CO",180,"1","06H-CO","06H-CO-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5769","06H-CO-1-09","4","4","","CO",180,"1","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5770","06H-CO-1-10","5","AM","MOLT 3/9","CO",180,"1","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5771","06H-CO-1-11","AM","AM","","CO",180,"1","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5772","06H-CO-2-01","AM","AM","","CO",180,"2","06H-CO","06H-CO-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5773","06H-CO-2-02","4","4","","CO",180,"2","06H-CO","06H-CO-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5774","06H-CO-2-03","5","AF","MOLT 3/9","CO",180,"2","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5775","06H-CO-2-04","5","5","","CO",180,"2","06H-CO","06H-CO-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5776","06H-CO-2-05","5","5","","CO",180,"2","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5777","06H-CO-2-06","5","AM","MOLT 3/9","CO",180,"2","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5778","06H-CO-2-07","AF","AF","","CO",180,"2","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5779","06H-CO-2-08","AM","AM","","CO",180,"2","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5780","06H-CO-2-09","5","5","","CO",180,"2","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5781","06H-CO-2-10","5","AF","MOLT 3/15 OR 22","CO",180,"2","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5782","06H-CO-2-11","5","5","","CO",180,"2","06H-CO","06H-CO-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5783","06H-CO-3-01","5","AM","MOLT 3/9","CO",180,"3","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5784","06H-CO-3-02","AF","AF","","CO",180,"3","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5785","06H-CO-3-03","AF","AF","","CO",180,"3","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5786","06H-CO-3-04","AF","AF","","CO",180,"3","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5787","06H-CO-3-05","AF","AF","4 EGGS, 4 1ST INSTARS 3/22; 5 EGGS, 5 1ST 3/29","CO",180,"3","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5788","06H-CO-3-06","AF","AF","","CO",180,"3","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5789","06H-CO-3-07","4","4","","CO",180,"3","06H-CO","06H-CO-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5790","06H-CO-3-08","5","5","","CO",180,"3","06H-CO","06H-CO-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5791","06H-CO-3-09","5","5","MOLTING 3/9 Died in molt","CO",180,"3","06H-CO","06H-CO-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5792","06H-CO-3-10","5","5","MOLTING?; died in molt","CO",180,"3","06H-CO","06H-CO-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5793","06H-CO-3-11","AF","AF","","CO",180,"3","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5794","06H-CO-4-01","5","5","STUCK AT MOLTING","CO",180,"4","06H-CO","06H-CO-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5795","06H-CO-4-02","5","5","","CO",180,"4","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5796","06H-CO-4-03","5","5","","CO",180,"4","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5797","06H-CO-4-04","5","5","","CO",180,"4","06H-CO","06H-CO-180","06H",2016-03-15,"D",0,0,1,1,0,16875,7
"5798","06H-CO-4-05","AF","AF","1 EGG, 1 1ST INSTAR 3/22","CO",180,"4","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5799","06H-CO-4-06","5","5","","CO",180,"4","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5800","06H-CO-4-07","AF","AF","","CO",180,"4","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5801","06H-CO-4-08","AF","AF","","CO",180,"4","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5802","06H-CO-4-09","5","AM","MOLT 3/9","CO",180,"4","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5803","06H-CO-4-10","AM","AM","","CO",180,"4","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5804","06H-CO-4-11","5","5","","CO",180,"4","06H-CO","06H-CO-180","06H",2016-03-15,"A",1,0,0,0,1,16875,7
"5805","24H-CF-1-1","AM","AM","SPLIT IT 2","CF",180,"1","24H-CF","24H-CF-180","24H",2016-03-15,"D",0,0,1,1,0,16875,7
"5806","24H-CF-1-2","AF","AF","","CF",180,"1","24H-CF","24H-CF-180","24H",2016-03-15,"K",0,1,0,1,1,16875,7
"5807","24H-CF-1-3","AF","AF","","CF",180,"1","24H-CF","24H-CF-180","24H",2016-03-15,"D",0,0,1,1,0,16875,7
"5808","24H-CF-1-4","AF","AF","2 1ST INS, 3 EGGS 3/22","CF",180,"1","24H-CF","24H-CF-180","24H",2016-03-15,"A",1,0,0,0,1,16875,7
"5809","24H-CF-1-5","5","5","","CF",180,"1","24H-CF","24H-CF-180","24H",2016-03-15,"A",1,0,0,0,1,16875,7
"5810","24H-CF-1-6","AM","AM","","CF",180,"1","24H-CF","24H-CF-180","24H",2016-03-15,"A",1,0,0,0,1,16875,7
"5811","24H-CF-1-7","AF","AF","LAID 1 EGG 9/15, 1 1ST 3/22","CF",180,"1","24H-CF","24H-CF-180","24H",2016-03-15,"D",0,0,1,1,0,16875,7
"5812","24H-CF-1-8","5","5","","CF",180,"1","24H-CF","24H-CF-180","24H",2016-03-15,"D",0,0,1,1,0,16875,7
"5813","24H-CF-1-9","AF","AF","","CF",180,"1","24H-CF","24H-CF-180","24H",2016-03-15,"D",0,0,1,1,0,16875,7
"5814","24H-CF-1-10","AM","AM","","CF",180,"1","24H-CF","24H-CF-180","24H",2016-03-15,"A",1,0,0,0,1,16875,7
"5815","24H-CF-1-11","AF","AF","","CF",180,"1","24H-CF","24H-CF-180","24H",2016-03-15,"A",1,0,0,0,1,16875,7
"5816","24H-CF-2-1","AF","AF","","CF",180,"2","24H-CF","24H-CF-180","24H",2016-03-15,"A",1,0,0,0,1,16875,7
"5817","24H-CF-2-2","AM","AM","","CF",180,"2","24H-CF","24H-CF-180","24H",2016-03-15,"D",0,0,1,1,0,16875,7
"5818","24H-CF-2-3","AF","AF","1 EGG 3/22","CF",180,"2","24H-CF","24H-CF-180","24H",2016-03-15,"A",1,0,0,0,1,16875,7
"5819","24H-CF-2-4","AF","AF","","CF",180,"2","24H-CF","24H-CF-180","24H",2016-03-15,"A",1,0,0,0,1,16875,7
"5820","24H-CF-2-5","AF","AF","","CF",180,"2","24H-CF","24H-CF-180","24H",2016-03-15,"A",1,0,0,0,1,16875,7
"5821","24H-CF-2-6","AF","AF","","CF",180,"2","24H-CF","24H-CF-180","24H",2016-03-15,"A",1,0,0,0,1,16875,7
"5822","24H-CF-2-7","AF","AF","","CF",180,"2","24H-CF","24H-CF-180","24H",2016-03-15,"A",1,0,0,0,1,16875,7
"5823","24H-CF-2-8","AF","AF","","CF",180,"2","24H-CF","24H-CF-180","24H",2016-03-15,"K",0,1,0,1,1,16875,7
"5824","24H-CF-2-9","5","5","Died in molt","CF",180,"2","24H-CF","24H-CF-180","24H",2016-03-15,"D",0,0,1,1,0,16875,7
"5825","24H-CF-2-10","AM","AM","","CF",180,"2","24H-CF","24H-CF-180","24H",2016-03-15,"D",0,0,1,1,0,16875,7
"5826","24H-CF-2-11","AM","AM","","CF",180,"2","24H-CF","24H-CF-180","24H",2016-03-15,"D",0,0,1,1,0,16875,7
"5827","24H-CF-3-1","5","5","","CF",180,"3","24H-CF","24H-CF-180","24H",2016-03-15,"K",0,1,0,1,1,16875,7
"5828","24H-CF-3-2","5","5","","CF",180,"3","24H-CF","24H-CF-180","24H",2016-03-15,"D",0,0,1,1,0,16875,7
"5829","24H-CF-3-3","4","4","","CF",180,"3","24H-CF","24H-CF-180","24H",2016-03-15,"D",0,0,1,1,0,16875,7
"5830","24H-CF-3-4","5","AM","MOLT 3/15?","CF",180,"3","24H-CF","24H-CF-180","24H",2016-03-15,"D",0,0,1,1,0,16875,7
"5831","24H-CF-3-5","AF","AF","","CF",180,"3","24H-CF","24H-CF-180","24H",2016-03-15,"D",0,0,1,1,0,16875,7
"5832","24H-CF-3-6","AM","AM","","CF",180,"3","24H-CF","24H-CF-180","24H",2016-03-15,"A",1,0,0,0,1,16875,7
"5833","24H-CF-3-7","5","5","","CF",180,"3","24H-CF","24H-CF-180","24H",2016-03-15,"D",0,0,1,1,0,16875,7
"5834","24H-CF-3-8","5","5","damaged","CF",180,"3","24H-CF","24H-CF-180","24H",2016-03-15,"D",0,0,1,1,0,16875,7
"5835","24H-CF-3-9","AM","AM","","CF",180,"3","24H-CF","24H-CF-180","24H",2016-03-15,"A",1,0,0,0,1,16875,7
"5836","24H-CF-3-10","AF","AF","","CF",180,"3","24H-CF","24H-CF-180","24H",2016-03-15,"D",0,0,1,1,0,16875,7
"5837","24H-CF-3-11","AF","AF","","CF",180,"3","24H-CF","24H-CF-180","24H",2016-03-15,"A",1,0,0,0,1,16875,7
"5838","24H-CF-4-1","AM","AM","","CF",180,"4","24H-CF","24H-CF-180","24H",2016-03-15,"A",1,0,0,0,1,16875,7
"5839","24H-CF-4-2","AF","AF","","CF",180,"4","24H-CF","24H-CF-180","24H",2016-03-15,"A",1,0,0,0,1,16875,7
"5840","24H-CF-4-3","AM","AM","","CF",180,"4","24H-CF","24H-CF-180","24H",2016-03-15,"K",0,1,0,1,1,16875,7
"5841","24H-CF-4-4","5","5","","CF",180,"4","24H-CF","24H-CF-180","24H",2016-03-15,"D",0,0,1,1,0,16875,7
"5842","24H-CF-4-5","AM","AM","","CF",180,"4","24H-CF","24H-CF-180","24H",2016-03-15,"A",1,0,0,0,1,16875,7
"5843","24H-CF-4-6","AF","AF","laid 5 eggs laid 3/15, 3 1ST INST 3/22; 5 1ST INSTAR 3/29","CF",180,"4","24H-CF","24H-CF-180","24H",2016-03-15,"D",0,0,1,1,0,16875,7
"5844","24H-CF-4-7","5","5","1 eggs laid","CF",180,"4","24H-CF","24H-CF-180","24H",2016-03-15,"D",0,0,1,1,0,16875,7
"5845","24H-CF-4-8","5","5","","CF",180,"4","24H-CF","24H-CF-180","24H",2016-03-15,"D",0,0,1,1,0,16875,7
"5846","24H-CF-4-9","AF","AF","","CF",180,"4","24H-CF","24H-CF-180","24H",2016-03-15,"A",1,0,0,0,1,16875,7
"5847","24H-CF-4-10","AF","AF","","CF",180,"4","24H-CF","24H-CF-180","24H",2016-03-15,"A",1,0,0,0,1,16875,7
"5848","24H-CF-4-11","AF","AF","","CF",180,"4","24H-CF","24H-CF-180","24H",2016-03-15,"A",1,0,0,0,1,16875,7
"5849","24H-CF-4-12","5","5","","CF",180,"4","24H-CF","24H-CF-180","24H",2016-03-15,"D",0,0,1,1,0,16875,7
"5850","24H-5A-1-1","AM","AM","","5A",180,"1","24H-5A","24H-5A-180","24H",2016-03-15,"K",0,1,0,1,1,16875,7
"5851","24H-5A-1-2","AF","AF","","5A",180,"1","24H-5A","24H-5A-180","24H",2016-03-15,"D",0,0,1,1,0,16875,7
"5852","24H-5A-1-3","AF","AF","","5A",180,"1","24H-5A","24H-5A-180","24H",2016-03-15,"D",0,0,1,1,0,16875,7
"5853","24H-5A-1-4","AF","AF","","5A",180,"1","24H-5A","24H-5A-180","24H",2016-03-15,"D",0,0,1,1,0,16875,7
"5854","24H-5A-1-5","5","5","","5A",180,"1","24H-5A","24H-5A-180","24H",2016-03-15,"D",0,0,1,1,0,16875,7
"5855","24H-5A-1-6","AF","AF","","5A",180,"1","24H-5A","24H-5A-180","24H",2016-03-15,"K",0,1,0,1,1,16875,7
"5856","24H-5A-1-7","5","5","","5A",180,"1","24H-5A","24H-5A-180","24H",2016-03-15,"D",0,0,1,1,0,16875,7
"5857","24H-5A-1-8","5","5","","5A",180,"1","24H-5A","24H-5A-180","24H",2016-03-15,"K",0,1,0,1,1,16875,7
"5858","24H-5A-1-9","AM","AM","","5A",180,"1","24H-5A","24H-5A-180","24H",2016-03-15,"D",0,0,1,1,0,16875,7
